Müşteri No,Müşteri Adı,Telefon,GSM,Email,Adres,İlçe,Vergi Dairesi,Vergi No
MN001636,Mahal Antep Gıda Sanayi Ve Ticaret Limited Şirketi,,,,"Kemankeş Karamustafa Paşa, Kılıç Ali Paşa Cd. No:4",Beyoğlu,BEYOĞLU,6101533627 
MN001637,Wepack ( Al Rahma For Plastıc Industrıes),00970599219352,,,PALESTİNE / WEST BANK / HEBRON /DHAHİT AL BALADİYA,,,
MN001638,Akro Ambalaj Gıda Dan. San. Tic. Ltd. Sti.,,,,"Park Yasam Ticaret Merkezi, 6523 Sokak No:32/B Kat. 2/217    35540  Mavisehir",,,
MN001639,Al-Efaa Games Company,00966 55 507 55 03,00966 55 507 55 03,Alialsuraibi@gmail.com,,jeddah,,
MN001640,Luxury Chips Trading Establishment,00966 57 079 9139,00966 57 079 9139,mahmoudm.ibrahim28@gmail.com,,Jeddah,,
MN001641,Orionas Gıda Kimya A.Ş,0322 546 45 24,0532 721 63 20,33,,bornova,,
MN001642,Toryo Mehmet Bey - Bagdad,123,05350795358,Deneme@deneme,BAGDAD - IRAQ,DENEME,,
MN001643,Barkat Madain Factory Dates,00966 50 269 0239,00966 50 269 0239,0,,Saudi Arabia,,
MN001644,Çelebi Ambalaj Makine San. Ve Tic.Ltd.Şti.,,,adnancelebi@sezimpack.com,Çamlık Mah. Yıldırım Sok. No.10 D.4,Çekmeköy,Sarıgazi,2340945528
MN001645,Marjinal Makina / Ahmet Sabak,,,info@marjinalmakina.com,Çarşı Mah. Uzun Sok. Kolotoğlu Çarşısı no.62 K.4 D.402,Ortahisar,54559576714,Karadeniz
MN001646,Ay Marka Magzacılık As,0212 3862000,,info@aymarka.com.tr,"AYAZAGA MAHALLESI AZARBEYCAN CADDESI 3A BLOK NO :3/O IC KAPI NO:3 
SARIYER - ISTANBUL",SARIYER,,
MN001647,Kar Kimya San Ve Paz Tic Ltd Şti,,,,BeylikdüzüOSB mah Birlik Sanayi Sitesi 5. cadde NO:36,, Beylikdüzü,6310047599
MN001648,Adnan Export Dıs Tıcaret Ltd Stı,123,05417640529,adnanexport34@gmail.com,ORUCREIS MAHALLESI  TEXTILKENT CADDESI G1 BLOK 10 AB IC KAPI NO:2083 ESENLER - ISTANBUL,ESENLER,,
MN001649,Yılsan Çıkolata Gıda Tekstıl San.Tıc.Ltd.Stı,123,05350795358,abdullah,ISTIKLAL MAHALLESI PIYALEPASA BULVARI NO: 6A BEYOĞLU - ISTANBUL,Beyoğlu,,
MN001650,Levantıs Gıda Limited Şirketi,40722403610,40722403610,levantis.gida@gmail.com,"MAHMUDİYE MAH. KUVAİ MİLLİYE CAD. GÖKDELEN VE
TAKSİM OTEL GÖKDELEN IŞ MERKEZI NO: 107 İÇ KAPI NO:
352 AKDENİZ/ MERSİN",Akdeniz,ISTIKLAL,6081650801
MN001651,Omar Halawanchi,0090 539 616 3725 :,,0090 539 616 3725 :,,bagdad,,
MN001652,Çorum Elektrik Ve Doğal Gaz Ticaret As,4440187,,+90 534 799 3305,"Yeniyol Mah. Gazi Cad. No:24/2 Ahlatcı Plaza
                                                                        Merkez / ÇORUM
                                                                         444 0 187 / 1155
",Merkez,,
MN001653,Sharekt Afnan Llmauad Algethaeah,,,,Ramallah Al Beereh,,,
MN001654,1001 Ambalaj,,,,Ünalan Mah. Şehit Timur Aktemur Cad. No.15 A-B,üsküdar,,
MN001655,Asıl Production Limited,,,,291 Green Lanes,,,
MN001656,Hima Turizm San. Tic. Ltd. Şti.,,,,Fatih Hüdavendigar Cad. Black tulip Hotel No.8,,,
MN001657,Nexgen Company,0092 333 340 9168,0092 333 340 9168,a,,a,,
MN001658,Fikirkasa Reklam,216 478 42 00,0534 020 07 50,ahmetfurkankara1@gmail.com,,ümraniye,,
MN001659,Taxmun,,,,malta,,,
MN001660,Sportist Reklam Ve Organizasyon Tic.Ltd.Sti,05559635561,05559635561,hikmet.bayraktar@sportist.net,"Maltepe Mh.
Davutpaşa Cd.
Güven İş Merkezi 
A Blok No 35 
Topkapı - Zeytinburnu - İstanbul 
",Topkapı,,
MN001661,Al Şaha Tobacco,212 734 21 09,0549 547 00 72,6549956,,Silivri,,
MN001662,Ensar Hediyelik Eşya,212 734 21 09,0542 129 32 04,6549956,,Fahtih,,
MN001663,Naturel Kozmetik Ticaret As,0212 2707273,+90 536 737 95 58,ilknur.nayci@yrnet.com,"Esentepe Mahallesi , Büyükdere Caddesi Bahar Sok 13/19 River Plaza Kat : 8 
ŞİŞLİ-ISTANBUL",ŞİŞLİ,,
MN001664,Cen Ambalaj Kutu,00905325036800,00905325036800,0,,BAYRAMPAŞA,,
MN001665,Karafırın Gıda San.Paz.Tic.Ltd.Şti,+90 (212) 696 6991,,emine.karal@karafirin.com.tr,"Küçükçekmece İkitelli OSB Mah. İmsan A Blok Sokak, No:6 K.çekmece-İST",Avcılar,,
MN001666,Family Of Nuts,,,,"14740 flint lee road suite L Chantilly VA 20151
USA",,,
MN001667,Avarlar Gıda,,,,,,,
MN001668,20 45 Gıda Pastacılık San.Ltd.Şti,212 734 21 09,0532 386 37 21,ahmetfurkankara1@gmail.com,,çayırova,,
MN001669,Yes Export Yeşilköy Dış Ticaret As,02129550168,05363360285,sarili@yesexport.com.tr,"İstasyon Caddesi No: 10 Kat:2 D:3
Yeşilköy - Bakırköy",Yeşilköy,,
MN001670,Acc Sweetland Enterprises Ltd.,44020 763 62 52,0532 653 37 08,kamurankarakaya@hotmail.com,,londra,,
MN001671,Mutlu Makarnacılık San. Ve Tic.Aş,0342 337 18 84,0534 263 20 70,JHIHOJOJOO,,BAŞPINAR,,
MN001672,Matbaa 34,,,,,,,
MN001673,Çınar Efendi Kahveleri,0551 123 11 44,0551 123 11 44,1255655656,,YÜREĞİR,,
MN001674,Zetem İhracat Sanayi Ve Ticaret Ltd.Şti,212 734 21 09,0532 313 95 33,njjoo,,şehitler,,
MN001675,Universal Trading Llc,00973-444-2225,00973-444-2225,0,,0,,
MN001676,İlkbaskı,212 734 21 09,0555 613 04 58,ismail@ikbaskı.com,,emi,,
MN001677,Efor Paslanmaz Madeni Eşya Üretim Ve Pazarlams Ltd.Şti.,216 478 42 00,0542 276 36 40,ahmetfurkankara1@gmail.com,,Arnavutköy,,
MN001678,Yoguteria,,,,,,,
MN001679,Vitaoil,,,,,,,
MN001680,Alzaytuni Co.,0090 533 149 26 07,0090 533 149 26 07,..,,..,,
MN001681,Bosfor,,,,,,,
MN001682,Ck Jewellery,212 734 21 09,0533 615 79 93,serdar-aksu@windowlive.com,,Fahtih,,
MN001683,Free Shop Xl Hediyelik Çiçekçilik Gıda Ve Kuym.Tic.Ltd.Şti,111,,111,Prof. Dr. Ahmet Taner Kışlalı Mah. 2880 Cad. No: 2/4,Çankaya,,
MN001684,Yenigeldi Teknoloji Bilişim Dan.Tic.Ltd.Şti.,111,,111,Oğuzhan Asıltürk Cad. No: 30/6 Y.Bahçelievler,Çankaya,,
MN001685,Reyhan Uluslararası Ltd. Şti.,,,,Maltepe Mah. Fazılpaşa Cad. No.13,Zeytinburnu,,
MN001686,Melen Su Arıtma Cihazları,,,,"1443 sokak no:3/A Keremoğlu İş Merkezi
Halkapınar Mahallesi 
",Konak,,
MN001687,Al Hashem Baskı Hizmetleri Ambalaj Karton Kutu San.Tic.Ltd.,123,05349718309,a,"Alaybey Mahallesi Musullu Sokak No:6 
Şahinbey - Gaziantep ",Şahinbey,,
MN001688,Altunsa  Gıda San.Ve Tic. Aş,0342 337 36 00,0538 888 35 00,furkan.turhan@altunkaya.com,,sehitkamil,,
MN001689,Aktürk Gıda,0342 357 0027,0549 688 27 09,fatma.yilmaz@akturkgroup.com.tr,,başpınar,,
MN001690,Amın Younıs Taha Company,0090 530 348 19 07,,00,,00,,
MN001691,Al Alamiya Ithalat İhracat Dış Tic.A.Ş,0090 212 514 00 71 - 0090 552 ,0090 212 514 00 71 - 0090 552 ,0,Kemalpaşa mah. Atatürk Bulvarı Emlakbank Blokları No:34/20 Fatih-istanbul,fatih,,
MN001692,Geksan Metal,,,,,,,
MN001693,August Bakery,,,,,,,
MN001694,Saraytat Gıda İnş. Turizm Ltd Şti,,,,ALİBEYKÖY MAH. VARDAR BLV. NO: 40,Eyüpsultan,,
MN001695,Dolceria Gıda Ve Turizm A.Ş,216 478 42 00,0532 231 54 80,murat@dolceria.com.tr,,yenibosna,,
MN001696,Jamm Gida Sanayı Ve Ticaret Ltd.Şti,00905331492607,00905331492607,0,KÜLTÜR MAH. PLEVNE BULV. REYHAN APT. NO:11/D KONAK İZMİR,konsk,,
MN001697,Analog Digital Art Medya Ltd.Şti.,,,,,Fethiye,,
MN001698,Naturca Anatolia Gıda İşletmeleri Ve Dış Ticaret  Anonim Şirketi,123,05322406771,ufuk.yildiz@naturca.com," ÇENGELKÖY MAH. HZ. HAMZA CAMİ SK. NO: 2 /11 İÇ KAPI
 NO: 1 ÜSKÜDAR/ İSTANBUL",Üsküdar,,
MN001699,Dost Fındık,,,,Gölevi Mah Bataklık Sok: No:5 ,Ünye,,
MN001700,Seray Uluslararası Taşımacılık İnş. Tic. Ltd.Şti.,0212 451 1996,,muhasebe@seraytrans.com," MURATBEY MAHALLESİ VAHA CADDESİ NO:6 No:ÇATALCA
 Kapı No:
 34540 ÇATALCA/ İSTANBUL",Çatalca,,
MN001701,Beta Gıda Sanayi Ve Ticaret A.Ş.,,,,,,,
MN001702,Tiryaki,,,,,,,
MN001703,Öfc İnşaat Ltd. Şti,,,,,Muratpaşa,,
MN001704,Beyoğlu Çikolata,212 734 21 09,0543 830 97 26,ahmetfurkankara1@gmail.com,,avcılar,,
MN001705,Asur Kahvesi,0531 351 91 87,0531 351 91 87,ugurcakmak@asurkahvesi.com.tr,,merkez,,
MN001706,Dolceia Gıda Ve Turizm San. Tic. Şirketi,0532 231 54 80,0532 231 54 80,murat@dolceria.com.tr,,yenibosna,,
MN001707,Shaheen For The Nuts And Sweets,009647703969680,009647703969680,0,,0,,
MN001708,Green İris Diş Ticaret Ve Pazarlama Limited Şirketi,0090 535 398 0028,0090 535 398 0028,alghouri4@gmail.com,Hirka-i Şerif Mah. Fevzipaşa Cad. No:153/6 Fatih-İST,Fatih,,
MN001709,Tokat Safi Tarım Ltd Şti.,,,,,,,
MN001710,Trust Consultant Eğitim Danışmanlık Hizmetleri Ve Dış Ticaret Ltd.Şti,123,905418844228, trustconsultanttr@gmail.com,Esenevler mahTalatpaşa sk no14-B/50 Ümraniye/İSTANBUL/TURKEY,Ümraniye,,
MN001711,Nefis Golden,,,,,,,
MN001712,Hh Global,123,+90 537 950 80 10,pelin.simsek@hhglobal.com,"Maslak Mahallesi, Ahi Evran Caddesi, No: 6, 42 Maslak, B Blok, D: 3 Istanbul 34485 Turkiye",Beşiktaş,,
MN001713,Akay Çikolata Bisküvi Gıda San. Tic. Ltd. Şti.,123,+90 533 309 72 42,info@akaybiskuvi.com,2.OSB VALİ MUAMMER GÜLER BUL. NO. 26 BAŞPINAR ŞEHİTKAMİL GAZİANTEP,Merkez,,
MN001714,Lazika Çay,123,,seray.sari@sarika.com.tr,Rize,Merkez,,
MN001715,Aktürk Şekerli Mamüller Ürt.Paz.San.Tic.Ltd.Şti,03123859498-99,00905334909007,akturk@akturkhelva.com,"223,CADDE NO:12 MACUNKÖY YENİMAHALLE-ANLARA",Yeni Mahalle ,,
MN001716,Haremlik Gıda Ve Ekip San.Tic.Ltd.Şti,0232 328 30 94,,obastioglu@selamligue.com,,beykoz,,
MN001717,Kevipack Ambalaj,,,,,,,
MN001718,Yöre Grup,,,,,,,
MN001719,Ekosis Bilgisayar,,,,,,,
MN001720,Yılmaz Çikolata,,,,,,,
MN001721,Tariş,,,,,,,
MN001722,Cremma,,,,,,,
MN001723,Erhas Tüketim Malları A.Ş.,,,,,,,
MN001724,Vitasigna,,,,,,,
MN001725,Asıan Sourcıng Lınk Spaın S.L,+34 667773974 ,+34 667773974 ,alberto.carranco@link-worldwide.com,"C/ Calle Xifre 3 6 Pta 69  28002  
                Madrid - SPAIN
",Madrid,,
MN001726,Kral Pestil,,,,,Beşiktaş,,
MN001727,Halwayaat Janah,00964 770 158 7052,,00964 770 158 7052,,Karkouk,,
MN001728,Cylla Tanıtım Tasarım A.Ş.,,,,,,,
MN001729,Antepli Şahadeoğulları Baklavaları Gıda Sanayı Ve Tıcaret Ltd.Stı,123,05525099000,@,"ISMET PASA MAHALLESI ISMET PASA CADDESI NO:41/A

BAYRAMPASA - ISTANBUL",BAYRAMPASA,,
MN001730,Hafız Mustafa Nıyazı Efendı Lokumculuk Sekerleme Gıda Ltd.Stı,123,+90 536 770 10 11,@,"Yavuz Sinan Mahallesi Ragıp Gümüşpala Cad.No:73 /A 
Fatih - Istanbul",Fatih,,
MN001731,Beach Soccer,,,,,,,
MN001732,Demir Grup Enerji San. Tic. Ltd. Şti,212 734 21 09,0530 460 32 47,6549956,,bornova,,
MN001733,Kenzi Group İç Ve Dış Tic. Ltd. Şti.,,,,"BALABANAĞA MAH. ZEYNEP KAMİL SOK. NO: 6, İÇ KAPI NO: 2
FATİH / İSTANBUL",,,
MN001734,Yıldırım Şekerleme Lokum Helva Ve Reçel Mamülleri,0246 228 66 98,0541 540 06 60,yildirimsekerleme@hotmail.com,,davraz,,
MN001735,Anahtar Promosyon,,,,,,,
MN001736,Gifi,,,,,,,
MN001737,Güney Ege Otel İşletmeleri Ve Yönetim Hizmetleri A.S,123,05326013232,enis.tilav@thenoorhotels.com,"Defterdar Mahallesi Otakçılar Caddesi Sinpaş Flat Ofis No : 78 İç Kapı 94 
Eyüpsultan - Istanbul ",Eyüpsultan,,
MN001738,Karaz Turizm İnşaat,+90 551 591 14 96,,1,,1,,
MN001739,Plantist Kozmetik,,,,,,,
MN001740,Albayrak Çay İmalat Pazarlama Ve San.Tic. Lit. Şirketi,0322 546 45 24,0533 638 29 53,info@safcay.com,,Derepazarı,,
MN001741,Yfa Furkan Altınkaynak Yayıncılık Sinema Filim Tic .Limited.Şirketi. Ş,0322 546 45 24,0505 932 00 18,info@yfashowroom.com,,Çankaya,,
MN001742,Kemanoğlu A.Ş.,,,,,,,
MN001743,Yurt İçi Kargo A.Ş,0212 365 25 13,0532 231 54 80,kamurankarakaya@hotmail.com,,sarıyer,,
MN001744,Akgür Yapı İnşaat Turizim Sanayi Ve Ticret Limited Şirketi,212 734 21 09,0533 918 96 15,ahmedkharroubi857@gmaili.com,,Kağıthane,,
MN001745,Kovan Gıda Ve İnş San. Tic. Ltd. Şti,0216 527 25 04,0506 175 23 16,kovanmuhasebe@gmail.com,,ümraniye,,
MN001746,Adela Global Co.,0096655 555 59 68,0096655 555 59 68,11,s,s,,
MN001747,"Urgan Ayakkabıcılık San. Tic. Anonim Şirketi,",212 734 21 09,0530 060 85 16,muhasebe@urgan .com.tr,,Esenyurt,,
MN001748,Prm Promosyon Tanıtım Ürünleri San. Tic. Ltd. Şti,212 512 25 50,0554 120 25 50,infopromosyon.com,,Topkapı,,
MN001749,Osmanlı Sirkeleri Gıda İç Ve Dış .Tic. Ltd. Şirketi,212 734 21 09,0542 301 29 29,osmanlisirkeleri@gmail.com,,Büyükçekmece,,
MN001750,Refee Company For Manufacturing,0,,0,,0,,
MN001751,Atü Antalya Magza İşletmeciliği Aş,02124654327,05399315853,seher.dinc@atudutyfree.com,"Fatura Adresi : GÜLBAHAR MAH. BÜYÜKDERE CAD. BENGÜN PLAZA NO:
07 İÇ KAPI NO: 8 ŞİŞLİ/ İSTANBUL
Sevk Adresi :
Vadistanbul Bulvar, Ayazağa Mahallesi, 
Azerbaycan Caddesi, 2C Blok No:3L/6 34485 
Sarıyer-İstanbul-Turkiye
",Sarıyer,,
MN001752,Nefs Gıda Ambalaj,212 734 21 09,0533 724 97 56,nefsgidaambalaj@gmail.com,,beylikdüzü,,
MN001753,Emir İç Ve Dış Ticaret,0216 685 1323,0532 769 6439,info@emirtrade.com.tr,Yenişehir Mah. Osmanlı Blv. Atlantis AVM B Blok D:21,Kurtköy / Pendik,,
MN001754,Volkan Akbulut ( Obama Kuruyemiş ),0212,05458756004,h.ates@gampas.net,"Rüstempaşa Mahallesi Kızılhan Sokak No:3/A

Fatih / İstanbul",Fatih,,
MN001755,Pıanı Tradıng Establıshment,+9613848586,+966509013036,info@piani-ksa.com,"FHDC 3551 Building # 3551 Secondary # 6445 Ash Shihabiyah Districh Postal Code  36364

City Al Hafuf - KSA",City Al Hafuf - KSA,,
MN001756,Kansuk Laboraturarı San. Ve Tic. Anonim Şirketi,212 592 15 76,0506 716 26 65,kansuk@kansuk.com,,hadımkoy,,
MN001757,Sani Çay Ltd.Sti.,123,05439200073,cuneydkoroglu@gmail.com,aaa,Avcılar,,
MN001758,Al Halawıyat Al Tabıya Company For General Tradıng ( Roshen ),+964 750 718 7800,+964 750 718 7800,@,"No:43 Timmar, Makhmur Rd. Erbil Iraq. 
",Erbil,,
MN001759,Kiperin İlaç Gıda San. Ve Tic Ltd. Şti,212 734 21 09,0539 650 48 83,gulsah.ozturk@kiperincollagenyurkkiye,,beyoğlu,,
MN001760,Adv Pax Lutec Gmbh,+ 49 (0) 7123 / 38007 - 12,,edin.kukavica@adv-pax.de,"Vogelsangstr. 34
72581 Dettingen Germany
",A,,
MN001761,Sezgin Saray,,,,merkez mah. 1 nolu ceylan sk. no.4b ,Araklı,,
MN001762,Ottoman Galata / Metin Serinhava,,,,Şahkulu Mah. Büyükhendek Cad.No.34A,Beyoğlu,Beyoğlu,35200697002
MN001763,Vision Packaging,,,,,,,
MN001764,Gençler Kablo,,,,,,,
MN001765,Al Waha Sweets,0090 538 708 71 69,0090 538 708 71 69,0,Syria,syria,,
MN001766,Chinar Lunch Catering Service Mmc,123,05434485252,chinarcaterings@gmail.com,"Azarbaycan, Bakı Sahari, Nasimi Rayonu Rasul Rza Küç ev 16",Baku,,
MN001767,Platin Pattisserie Hakan Albayrak,+90 5340540597,+90 5324132471 ,fugashoe@gmail.com ,"KEMERKAYA MAHALLESİ GAZİPAŞA CADDESİ GANİTA YOKUŞU RAZİ AKSU İŞ HANI NO : 2 / A 

TRABZON / ORTAHİSAR",Ortahisar,,
MN001768,Fashion Hediyelik,,,,,,,
MN001769,Pea Srl.,,,,,,,
MN001770,Hussam Subhi Ameen & Partners Co( Jawhart Alsharq ),00962789005000,,0,,amman,,
MN001771,Ufuk Baloğlu,,,,,,,
MN001772,Özel Saint Benoit Fransız Lisesi,,,,Kemeraltı Cad. No.11 Karaköy,Beyoğlu,Boğaziçi,6850060763
MN001773,Marq Entegre Marka Çözümlerı Sanayı Tıcaret Lımıted Sırketı,05376160979,,İmad.man.mq@gmail.com,"IKITELLI OSB MAH. GIYIM SANATKARLARI 4B BLOK SK.
GIYIM SANATKARLARI TIC. MERK. 4B BLOK NO: 4 B IÇ KAPI
NO: 409 BASAKSEHIR/ ISTANBUL",BASAKSEHIR,,
MN001774,Ideaflex Danışmanlık Ve Dış Ticaret Limited Şirketi,+90 538 914 74 45,+90 538 914 74 45,sy@ideaflex.com.tr,Halkalı Merkez Mah. 1.Posta Sok No:12 A-B K:15 D:160 Küçükçekmece/İstanbul,Küçükçekmece,,
MN001775,So Mat. Rek. Ve Turz. Hiz. San. Dış Tic. Ltd. Şti.,,,,,,,
MN001776,Tatar Matbaa,,,,İkitelli O:S.B: Marmara Sanayi Sitesi J Blok No. 12-13,,,
MN001777,Arkad Group,02125549023,,info@arkadholding.com,,merter,,
MN001778,Emin Nargile,,,,Ümraniye / Çekmeköy,,,
MN001779,Daoud Brothers Sweets L.L.C,0090 538 708 71 69,0090 538 708 71 69,0,Syria ( Damascus - Midan - Jazmatieh ),Damascus,,
MN001780,Huseyın Selcuk Ucyol Porselenden,123,05414461913,selcukucyol@gmail.com,"ÇALCA MAHALLESİ ESKİŞEHİR KARAYOLU BLV.
 KAPI NO : 124 B / MERKEZ- KUTAHYA
",Merkez,,
MN001781,Huseyın Selcuk Ucyol Porselenden,123,05414461913,selcukucyol@gmail.com,"ÇALCA MAHALLESİ ESKİŞEHİR KARAYOLU BLV.
 KAPI NO : 124 B / MERKEZ- KUTAHYA",Merkez,,
MN001782,Intrade Llc,(+995 32) 269 55 50,,k.papia@nikora.ge,"Address: 2 A. Mrevlishvili str. Tbilisi, Tbilisi City, 0180 Georgia ",Merkez,,
MN001783,Ela Kozmetik,216 478 42 00,0532 335 46 45,ahmetfurkankara1@gmail.com,,SULTANBEYLİĞİ,,
MN001784,Safrante Specialty Foods,123,0034672722088,atencion@safrante..com,"Poligono Industrial La Moraga  1-A
A . Alhaurin De La Torre  29130 
Malaga - Spain ",Malaga,,
MN001785,Sembol Çay Pazarlama San. Tic. Ltd. Şti,212 734 21 09,0532 178 45 53,sembol@gmail.com,,ardeşen,,
MN001786,Rahash Corner Sweets Factory,0592748420,,@,"Buraydah -Haya-Samira 7342 Kassim - Riyad
",Kassim,,
MN001787,Lenasan Kalıp Ve Plastik Ürünleri.San.,212 613 49 14,0532 363 22 41,info@lenasan.com.tr,,eyüpsultan,,
MN001788,Petra Eyes Genel Ticaret Ltd,123,05051410352,ali.ghalib@babylon-gate.com,"Wazeran - MNW Blokları Blok 3 Kat :4 
Apartman 4 
Erbil - IRAK ",Erbil,,
MN001789,Evvahe Doğal,,,,,,,
MN001790,Adel Funun Bakery,00972 59 925 51 93,00972 59 925 51 93,00972 59 925 51 93,02,02,,
MN001791,Mohammad M.N. Ghunam,+972 276 8633,+972 276 8633,alnajy655@gmail.com,Adress: bethlahem - palestine,02,,
MN001792,Arsen Vural,,,,,,,
MN001793,Rota In Turizm Otomotiv Gıda San.Dış Tic. Ltd.Sti,123,05373400591,@,Şehit Muhtar Mahallesi Yoğurtçu Faik Sokak No: 1/3 Beyoğlu - Istanbul,Beyoğlu,,
MN001794,Güven Gıda Turizm San. Tic. Ltd. Şti,0322 546 45 24,0555 983 11 91,kamurankarakaya@hotmail.com,,bornova,,
MN001795,Loth Kozmetık Tekstıl Dıgıtal Pazarlama San.Tıc.Ltd.Stı,123,05322165816,@,"HUZUR MAHALLESI CAMLIKLAR CAD.NO:6 IC KAPI NO 3
SARIYER ",SARIYER,,
MN001796,Petekkaya Dıs Tıcaret Ltd.,123,05337463488,@,"YAKUPLU MAHALLESI HURRIYET BULVARI SKYPORT RESIDENCE NO:1 D:95
BEYLIKDUZU ISTANBUL",Avcılar,,
MN001797,Packaging Source Ambalaj San. Ve Dış. Tic. Ltd. Şti,212 734 21 09,0541 472 08 91,yiğit@packagingsource.co.uk,,KOŞUYOLU,,
MN001798,Doğadan A.Ş,,,,,,,
MN001799,Acs Biyosidal Sağlık Kimya Ltd.Şti.,,,,,,,
MN001800,Mor  Endüstri Makina İmalat Ve Dış Ltd. Şti,212 249 09 36,0532 547 88 53,info@morendustri.com,,kadıköy,,
MN001801,Surkent Kuruyemişçilik Gıda Tarım Hayv.İnş. Nak. İth. İhr. San.Ve Tic. Ltd. Şti,0322 546 45 24,0531 734 96 21,murat@dolceria.com.tr,,bağlar,,
MN001802,Plantist Kozmetik Ürünleri San. Tic. Aş.,,,,"BÜYÜKDERE CAD. TORUN CENTER KULE, D BLOK K. 9 NO. 37, MECİDİYEKÖY",ŞİŞLİ,,
MN001803,Cebran Global Gıda İthalat İhracat Ve Tic . Ltd. Şti,212 734 21 09,0532 822 39 48,murat@dolceria.com.tr,,fatih,,
MN001804,Reis Lokumculuk Gıda San. Ve Tic. Ltd. Şti,212 734 21 09,0532 278 05 88,murat@dolceria.com.tr,,Fahtih,,
MN001805,Turoua Gıda Dış Tic Ltd Şti,212 734 21 09,0533 531 79 62,omermahirdundar@gmail.com,,uluçınar,,
MN001806,Aım Tasarım Ambalaj Sanayi Ve Ticaret Limited Şirketi,0090 552 377 73 77,0090 552 377 73 77,aimambalaj@gmail.com,100. YIL MAH. 2127. SK. NO: 9A BAĞCILAR / İSTANBUL,100. YIL MAH. 2127. SK. NO: 9A BAĞCILAR / İSTANBUL,,
MN001807,Bbb Ankara Danışmalık Ltd.Şti,212 734 21 09,0546 774 28 37,info@bbsservicesturkey.com,,Çankaya,,
MN001808,Sni Ambalaj Ve Dış Ticaret Ltd.Sti.,02124381113,+90 553 309 69 09,nedim.aranya@snipack.com,ORUÇREİS MAH. TEKSTİLKENT CAD. TEKSTİLKENT G2 BLOK NO: 10 AD İÇ KAPI NO: Z070 ESENLER/ İSTANBUL ,ESENLER,,
MN001809,Summa,212 734 21 09,0532 231 54 80,murat@dolceria.com.tr,,Fahtih,,
MN001810,Sanimar,,,,Çakmak Mah. İkbal Cad. Gül Sok. 34 A ,Ümraniye,,
MN001811,Juva Pharma  Abdullah Kırcı,123,05455413728,abdullahkirci@gmail.com,"Orta Mahallesi Kavaklar Caddesi No:15 Ic Kapı No: 102 
Adapazarı - Sakarya ",Merkez,,
MN001812,Karma Ambalaj,+90 555 162 03 31,+90 555 162 03 31,01,"İncili Pınar Mah., Nişantaşı Sok., No:13K, Şehitkamil, Gaziantep
",Şehitkamil,,
MN001813,Turko Baba Gıda Sanayi As,02125222246,05352320581,bilgi@turkobaba.com.tr,"KOCASİNAN MERKEZ MAH. AHLAT SK. TURKO BABA NO: 13
 A BAHÇELİEVLER/ İSTANBUL",Bahçelievler,,
MN001814,Alterma Gıda San. Ve Tic.A.Ş,212 287 10 12,0531 024 24 76,ebru.sural@zuber.com,,esenyurt,,
MN001815,Slipring Elektrik Aş.,,,,,,,
MN001816,İzmir Ticaret Odası,123,+90 530 041 48 66,mehtap.sayhan@izto.org.tr,ATATÜRK CD.NO:126 PASAPORT/ İZMİR   ,Konak,,
MN001817,Ender Meral,212 734 21 09,0544 356 11 23,ondermeral1734@gmail.com,,Biga,,
MN001818,Derech Hatavlinim (Bet Haracha Galili) Ltd .,123,,gal@,"Bet lehem  haglilit 	 

Israel",Bet Lehem,,
MN001819,Company Japp Al-Mutaghebel Commercıal,00966 59 709 8879,00966 59 709 8879,00,,Jeddah,,
MN001820,Print Ambalaja,212 734 21 09,0533 719 35 77,info@printmedia.com.tr,,zeytinburnu,,
MN001821,Solgar Vitamin,212 284 71 37,0532 335 46 45,kamurankarakaya@hotmail.com,,beşiktaş,,
MN001822,Oro Leite Perugia  Tedesco Group,+39 075.506.77.01,+39 075.500.90.41, info@orelieteperugia.it,"Via dell’Innovazione Tecnologica, 4
06019 Z.I. Pierantonio – Umbertide (PG)
ITALY",Perugia,,
MN001823,Efor Çay San. Tic A.Ş,0342 337 18 84,0541 771 05 79,cemyilmaz@eforcay.com,,kozyatağı,,
MN001824,Vacuumschmelze Gmbh & Co.Kg,+ 496181380,,stefan.klein@vacuumschmelze.com,"Grüner veg 37  Hanau 
Germany ",Hanau,,
MN001825,Tinart Baskı Ve Ambalaj San. Tic. Ltd. Şti,0342 337 18 84,0533 719 35 77,tuncaytemiz@postajans.com.tr,,karatay,,
MN001826,Post Ambalaj  İletişim Çöz. Tanıtım Hizm. Matbaacılık San.Tic. A.Ş,0322 546 45 24,0533 719 35 77,tuncaytemiz@postajans.com.tr,,mevlana,,
MN001827,Farmel Ic Dıs Tıcaret Ltd.Stı,123,+90 555 229 39 04,@,İstanbul,Eminönü,,
MN001828,Netya Kimya ( Aqua Deep ),02124386727,05388808880,ceo@aquadeep.com.tr,"Han Spaces, Koza Mahallesi 1638 Sk Kat :3 No :310 Esenyurt /  İstanbul",Esenyurt,,
MN001829,Organizyon Ve Turizm San. Tic.Ltd. Şierketi,0532 345 03 50,0532 706 81 78,bartorganizasyon@gmail.com,,Muratpaşa,,
